0.000000000000000000e+00,6.437641886559708482e-01
2.735600000000000254e-01,1.237212035498032714e+00
4.103399999999999825e-01,1.476938231113117839e+00
5.471200000000000507e-01,1.492279693692458498e+00
6.838999999999999524e-01,1.668012517125776695e+00
8.206799999999999651e-01,1.821407226961186732e+00
9.574599999999999778e-01,2.045808147810394217e+00
1.094240000000000101e+00,2.261091084121969352e+00
1.231020000000000003e+00,2.546151717692506811e+00
1.367799999999999905e+00,2.808611648810647843e+00
1.504580000000000028e+00,3.108430791119943137e+00
1.641359999999999930e+00,3.401335164435838720e+00
1.778140000000000054e+00,3.710657299467401415e+00
1.914919999999999956e+00,3.990375720119794245e+00
2.051699999999999857e+00,4.282845396872284383e+00
2.188480000000000203e+00,4.557629925275162641e+00
2.325260000000000105e+00,4.767020078408346073e+00
2.462040000000000006e+00,5.008625111221854276e+00
2.598820000000000352e+00,5.216380650040055578e+00
2.735599999999999810e+00,5.400747993336191044e+00
2.872380000000000155e+00,5.617256596213850095e+00
3.009160000000000057e+00,5.810100900342487051e+00
3.145939999999999959e+00,5.889392644860802051e+00
3.282720000000000304e+00,6.047143610755588483e+00
3.419500000000000206e+00,6.155248313318569586e+00
3.556280000000000108e+00,6.291053883902837818e+00
3.693060000000000009e+00,6.333556351525468919e+00
3.829839999999999911e+00,6.348534116648252734e+00
3.966619999999999813e+00,6.473427566602902417e+00
4.103399999999999714e+00,6.530324129594700544e+00
4.240180000000000504e+00,6.502902734963232234e+00
4.376960000000000406e+00,6.484846740815500610e+00
4.513740000000000308e+00,6.411843429646607362e+00
4.650520000000000209e+00,6.388138190779959480e+00
4.787300000000000111e+00,6.273472916713055625e+00
4.924080000000000013e+00,6.170964083688897261e+00
5.060859999999999914e+00,5.938843026476312126e+00
5.197640000000000704e+00,5.730256106681903105e+00
5.334419999999999717e+00,5.468001099045480373e+00
5.471199999999999619e+00,5.230822815109782198e+00
5.607980000000000409e+00,4.969092306447194574e+00
5.744760000000000311e+00,4.648086943805108007e+00
5.881540000000000212e+00,4.298533477012189685e+00
6.018320000000000114e+00,3.973259606984008041e+00
6.155100000000000016e+00,3.618487353306027998e+00
6.291879999999999917e+00,3.274687939338603471e+00
6.428659999999999819e+00,2.941349415408404777e+00
6.565440000000000609e+00,2.582040143841397128e+00
6.702220000000000510e+00,2.251061592902364517e+00
6.839000000000000412e+00,1.920461843302836868e+00
6.975780000000000314e+00,1.630327997577371901e+00
7.112560000000000215e+00,1.383181210706168729e+00
7.249340000000000117e+00,1.180025034672815165e+00
7.386120000000000019e+00,9.851306894166703687e-01
7.522899999999999920e+00,7.893148243085452709e-01
7.659679999999999822e+00,6.321616438422358319e-01
7.796459999999998836e+00,5.024874310630795815e-01
7.933239999999998737e+00,4.186624176415755794e-01
8.070020000000001303e+00,3.356932855998245868e-01
8.206799999999997652e+00,2.326085627285809088e-01
8.343579999999997554e+00,1.885452185359320909e-01
8.480360000000001008e+00,1.379714046964969909e-01
8.617139999999999134e+00,1.059127528507045751e-01
8.753920000000000812e+00,8.023586192406198525e-02
8.890700000000000713e+00,5.219063066470457091e-02
9.027480000000000615e+00,3.909221810338116970e-02
9.164260000000000517e+00,3.011439065984849658e-02
9.301040000000000418e+00,1.775181289536894094e-02
9.437820000000000320e+00,1.211796775462311085e-02
9.574600000000000222e+00,9.411672056895257002e-03
9.711379999999998347e+00,6.822768832566208572e-03
9.848160000000000025e+00,3.766029188056619053e-03
9.984940000000001703e+00,2.644869663953244160e-03
1.012171999999999983e+01,2.980196453598642214e-03
1.025849999999999973e+01,6.217397457979457033e-04
1.039527999999999963e+01,2.703145639252596392e-04
1.053205999999999953e+01,1.787215068312276881e-04
1.066883999999999943e+01,9.979632930038976333e-05
1.080561999999999934e+01,3.868791105499749024e-04
